AUTOID;INSTALACIONID;REGIMEN;INSTALACION;AUTONOMIA
63786;63539;ESPECIAL;ISFV ROCAMAR 50 KWN;Region de Murcia
63787;63540;ESPECIAL;I.F. CAN LLONG;Cataluna
63788;63541;ESPECIAL;BIOENERGIA MENDI S.L.;Navarra
63789;63542;ESPECIAL;GOIKOA;Navarra
63790;63543;ESPECIAL;GOIKOA;Navarra
63791;63544;ESPECIAL;GOIKOA;Navarra
63792;63545;ESPECIAL;RENOVABLES LUISA - 100;Castilla-La Mancha
63793;63546;ESPECIAL;MARIO;Castilla-La Mancha
63794;63547;ESPECIAL;MARIA DEL CARMEN MORENO LOPEZ;Castilla-La Mancha
63795;63548;ESPECIAL;FABRICA COMERCIAL DEL MUEBLE;Castilla-La Mancha
63796;63549;ESPECIAL;HSC CAMPLLANO ALBACETE_3;Castilla-La Mancha
63797;63550;ESPECIAL;HSC CAMPOLLANO ALBACETE_2;Castilla-La Mancha
63798;63551;ESPECIAL;HERMANOS GARCIA PANADES - VILLARROBLEDO;Castilla-La Mancha
63799;63552;ESPECIAL;ANTONIO PAREJA;Castilla-La Mancha
63800;63553;ESPECIAL;CISNE 10;Castilla-La Mancha
63801;63554;ESPECIAL;CF MESTANZA - JM DUQUE;Castilla-La Mancha
63802;63555;ESPECIAL;CECI-FV;Castilla-La Mancha
63803;63556;ESPECIAL;100 - COOPERATIVA;Castilla-La Mancha
63804;63557;ESPECIAL;40 - COOPERATIVA;Castilla-La Mancha
63805;63558;ESPECIAL;DACASOL;Castilla-La Mancha
63806;63559;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63807;63560;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63808;63561;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63809;63562;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63810;63563;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63811;63564;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63812;63565;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63813;63566;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63814;63567;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63815;63568;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63816;63569;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63817;63570;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63818;63571;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63819;63572;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63820;63573;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63821;63574;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63822;63575;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63823;63576;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63824;63577;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63825;63578;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63826;63579;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63827;63580;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63828;63581;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63829;63582;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63830;63583;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63831;63584;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63832;63585;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63833;63586;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63834;63587;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63835;63588;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63836;63589;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63837;63590;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63838;63591;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63839;63592;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63840;63593;ESPECIAL;ENERGIAS RENOVABLES ARNETUM SL RADA II;Navarra
63841;63594;ESPECIAL;ZARZA M.;Extremadura
63842;63595;ESPECIAL;IFV LAS CRUCES II;Extremadura
63843;63596;ESPECIAL;INSTALACION FOTOVOLTAICA HERMANOS VERDET;Comunidad Valenciana
63844;63597;ESPECIAL;INSTALACION FOTOVOLTAICA HERMANOS VERDET;Comunidad Valenciana
63845;63598;ESPECIAL;INSTALACION FOTOVOLTAICA HERMANOS VERDET;Comunidad Valenciana
63846;63599;ESPECIAL;INSTALACION FOTOVOLTAICA HERMANOS VERDET;Comunidad Valenciana
63847;63600;ESPECIAL;FOTOVOLTAICA HERMANOS PASTOR;Comunidad Valenciana
63848;63601;ESPECIAL;MONOVAR I;Comunidad Valenciana
63849;63602;ESPECIAL;IFV QUARTELL 7;Comunidad Valenciana
63850;63603;ESPECIAL;COMPOSTELA SOL, S.L.;Comunidad Valenciana
63851;63604;ESPECIAL;PLANTA SOLAR ANDILLA (OCSUN);Comunidad Valenciana
63852;63605;ESPECIAL;MAS DE GAETA-1;Comunidad Valenciana
63853;63606;ESPECIAL;AJUNTAMENT DONTINYENT;Comunidad Valenciana
63854;63607;ESPECIAL;VICENTE BAEZA 1;Comunidad Valenciana
63855;63608;ESPECIAL;TORRENT PAL;Comunidad Valenciana
63856;63609;ESPECIAL;TORRENT JFM;Comunidad Valenciana
63857;63610;ESPECIAL;TORRENT AAA;Comunidad Valenciana
63858;63611;ESPECIAL;TORRENT SOLETE;Comunidad Valenciana
63859;63612;ESPECIAL;JULIO ENRIQUE IBANEZ ALBIACH;Comunidad Valenciana
63860;63613;ESPECIAL;FRANCISCO ROSALENY AREVALO;Comunidad Valenciana
63861;63614;ESPECIAL;TECNOMETAL REQUENA I;Comunidad Valenciana
63862;63615;ESPECIAL;MONTESOL ENERGIAS - SILLA;Comunidad Valenciana
63863;63616;ESPECIAL;BG MAS BES;Cataluna
63864;63617;ESPECIAL;FV S/C DE 10 KW DE RUESCA SOLAR 2010, S.L.;Aragon
63865;63618;ESPECIAL;FOTOVOLTAICA SOBRE TEJADO GRANJA CAMARAS DE 20 KW;Aragon
63866;63619;ESPECIAL;FOTOVOLTAICA S/C DE 19,2 KW DE PLANES MUR SOLAR C.B.;Aragon
63867;63621;ESPECIAL;FOTOVOLTAIEA S/C DE 20 KW DE MARTIN ARILLAS;Aragon
63868;63622;ESPECIAL;FOTOVOLTAICA N° 1 DE 100 KW EN AGRUPACION DE 200 KW DE EOLICA SOLAR PIRINEOS, S.L.;Aragon
63869;63623;ESPECIAL;FOTOVOLTAICA N° 3 DE 20 KW EN AGRUPACION DE 200 KW DE EOLICA SOLAR PIRINEOS, S.L.;Aragon
63870;63624;ESPECIAL;FOTOVOLTAICA N° 2 EN AGRUPACION DE 200 KW DE EOLICA SOLAR PIRINEOS, S.L.;Aragon
63871;63625;ESPECIAL;FOTOVOLTAICA N° 4  DE 20 KW EN AGRUPACION DE 200 KW DE EOLICA SOLAR PIRINEOS, S.L.;Aragon
63872;63626;ESPECIAL;FOTOVOLTAICA S/C DE 7,5 KW DE REBARBADO ROYO, S.L.;Aragon
63873;63627;ESPECIAL;FOTOVOLTAICA S/C DE 5 KW DE REBARBADO ROYO, S.L.;Aragon
63874;63628;ESPECIAL;FOTOVOLTAICA S/C DE 10 KW DE JESUS SANZ;Aragon
63875;63629;ESPECIAL;FOTOVOLTAICA S/C DE 60 KW DE CONSTRUCCIONES ORTRA S. L.;Aragon
63876;63630;ESPECIAL;FV S/C DE 45 KW DE FRUTAS HEREDIA, S.L.;Aragon
63877;63631;ESPECIAL;I.F.CEIP SANTA ANNA;Cataluna
63878;63632;ESPECIAL;I.F. IES MAR DE LA FRAU;Cataluna
63879;63633;ESPECIAL;I.F.CEIP LESTANY;Cataluna
63880;63634;ESPECIAL;I.F. CEIP AMISTAT;Cataluna
63881;63635;ESPECIAL;I.F.CEIP LA BRANCA;Cataluna
63882;63636;ESPECIAL;I.F.IES VALLVERA;Cataluna
63883;63637;ESPECIAL;I.F.CEIP CELRA LES FALGUERES;Cataluna
63884;63638;ESPECIAL;ANTELAUTO;Galicia
63885;63639;ESPECIAL;IF SALINAS 2 REUS;Cataluna
63886;63640;ESPECIAL;IF HOTEL MEDITERRANEO;Cataluna
63887;63641;ESPECIAL;IF AFTERSUN;Cataluna
63888;63642;ESPECIAL;IF MARC RIBERA PUJANTELL;Cataluna
63889;63643;ESPECIAL;ANDRES NAVARRO PARDO;Comunidad Valenciana
63890;63644;ESPECIAL;ECO-SYSTEMS 1;Castilla y Leon
63891;63645;ESPECIAL;ECO-SYSTEMS 2;Castilla y Leon
63892;63646;ESPECIAL;COOP LITXARRA;Navarra
63893;63647;ESPECIAL;COGENERACION PAPERTECH ENERGIA;Navarra
63894;63648;ESPECIAL;CUBIERTA FV DE JOSE DE LA ROSA VACAS;Andalucia
63895;63649;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED CTM NAVE 1;Andalucia
63896;63650;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED CTM NAVE 2;Andalucia
63897;63651;ESPECIAL;JOSE ANTONIO LOPEZ GARCIA Y MANUEL LOPEZ GARCIA;Andalucia
63898;63652;ESPECIAL;SEHICOR II;Andalucia
63899;63653;ESPECIAL;BRONPI SOLAR;Andalucia
63900;63654;ESPECIAL;FUEGOLUC SOLAR;Andalucia
63901;63655;ESPECIAL;FOTOVOLTAICA EDIFICIO POLIVALENTE DE CANDAS;Principado de Asturias
63902;63656;ESPECIAL;COGENERACION SIEROLAM;Principado de Asturias
63903;63657;ESPECIAL;COGENERACION ARGAL;Navarra
63904;63658;ESPECIAL;L•SOL - CUBIERTA FV 40KW EN TUDELA (NA);Navarra
63905;63659;ESPECIAL;ASURMENDI,SL-CUBIERTA FV 9.9KW EN CASEDA;Navarra
63906;63660;ESPECIAL;E.ASURMENDI-CUBIERTA FV 9.9KW EN CASEDA;Navarra
63907;63661;ESPECIAL;JM.ASURMENDI-CUBIERTA FV 9.9KW EN CASEDA;Navarra
63908;63662;ESPECIAL;R.ASURMENDI-CUBIERTA FV 9.9KW EN CASEDA;Navarra
63909;63663;ESPECIAL;HERVIAS-2;La Rioja
63910;63664;ESPECIAL;IF VILAR ROSANAS;Cataluna
63911;63665;ESPECIAL;I.F. PISCINA MUNICIPAL DE TIANA;Cataluna
63912;63666;ESPECIAL;I.F. CASAL DE CANYELLES;Cataluna
63913;63667;ESPECIAL;I.F.CEIP PORT DE RODO;Cataluna
63914;63668;ESPECIAL;IF SANT LLORENC DE MONTGAI, PARTIDA ELS GRAVERS, S/N;Cataluna
63915;63669;ESPECIAL;IF SANT LLORENC DE MONTGAI, PARTIDA LA SOLANA, S/N;Cataluna
63916;63670;ESPECIAL;CELSO FERNANDEZ FERNANDEZ;Galicia
63917;63671;ESPECIAL;SERON SOLAR 1;Andalucia
63918;63672;ESPECIAL;CANTORIA I;Andalucia
63919;63673;ESPECIAL;CANTORIA II;Andalucia
63920;63674;ESPECIAL;CANTORIA III;Andalucia
63921;63675;ESPECIAL;CUBIERTA FOTOVOLTAICA NAVE PASCUAL;Andalucia
63922;63676;ESPECIAL;CUBIERTA FOTOVOLTAICA NAVE LTK;Andalucia
63923;63677;ESPECIAL;PARQUE DUERNAS, INSTALACION 2;Andalucia
63924;63678;ESPECIAL;PARQUE DUERNAS, INSTALACION 5;Andalucia
63925;63679;ESPECIAL;PARQUE DUERNAS, INSTALACION 1;Andalucia
63926;63680;ESPECIAL;PARQUE DUERNAS, INSTALACION 8;Andalucia
63927;63681;ESPECIAL;PARQUE DUERNAS, INSTALACION 3;Andalucia
63928;63682;ESPECIAL;FV MICELIOS DEL ALTIPLANO II;Andalucia
63929;63683;ESPECIAL;JUAN FRANCISCO LOPEZ AGUILERA;Andalucia
63930;63684;ESPECIAL;FRANCISCA VALVERDE RUFIAN;Andalucia
63931;63685;ESPECIAL;CUBIERTA C/ LISBOA;Andalucia
63932;63686;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
63933;63687;ESPECIAL;CUBIERTA C/ SETUBAL;Andalucia
63934;63688;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
63935;63689;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
63936;63690;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
63937;63691;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
63938;63692;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
63939;63693;ESPECIAL;ECOSOR POLIGONO;Castilla y Leon
63940;63694;ESPECIAL;GESTION LOGISTICA MONTEMAYOR;Castilla y Leon
63941;63695;ESPECIAL;MATAPOZUELOS 1;Castilla y Leon
63942;63696;ESPECIAL;FOTOVOLTAICA ARCENILLAS 2;Castilla y Leon
63943;63697;ESPECIAL;SAMANIEGO VIANA II;Navarra
63944;63698;ESPECIAL;BEIRE I;Navarra
63945;63699;ESPECIAL;INTEGR. FV EN FACHADA HOTEL TRES REYES;Navarra
63946;63701;ESPECIAL;FV SOBRE TEJADO DE 19,2 KW DE SALFOR, S.C.P;Aragon
63947;63702;ESPECIAL;FOTOVOLTAICA DE 15 KW SOBRE TEJADO DE JOSEFINA M PILAR ALIAGA;Aragon
63948;63703;ESPECIAL;FOTOVOLTAICA DE 1,1 KW SOBRE TEJADO DE ROBERTO SALVADOR MARZAL;Aragon
63949;63704;ESPECIAL;GESTION Y DESARROLLO DEL MEDIO AMBIENTE DE MADRID;Comunidad de Madrid
63950;63705;ESPECIAL;BIBLIOTECA MUNICIPAL MIGUEL DE CERVANTES;Comunidad de Madrid
63951;63706;ESPECIAL;SALSA RICA;La Rioja
63952;63707;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA 5 KW SOBRE CUBIERTA EN RINCON DE SOTO;La Rioja
63953;63708;ESPECIAL;SUNENERGY CALAHORRA;La Rioja
63954;63709;ESPECIAL;LA MAJA;La Rioja
63955;63710;ESPECIAL;CAUDETE SOLAR;Comunidad de Madrid
63956;63711;ESPECIAL;BRODO, S.A.;Comunidad de Madrid
63957;63712;ESPECIAL;FV-MOYA;Andalucia
63958;63713;ESPECIAL;H.S.F. LOS PRADOS;Andalucia
63959;63714;ESPECIAL;BIOMASA VERA Y GALLEGO;Andalucia
63960;63715;ESPECIAL;INSTALACION FV 30 KW SOBRE CUBIERTA PLANTA DE RECOGIDA NEUMATICA DE LOS ALAMOS;Andalucia
63961;63716;ESPECIAL;CUBIERTA LUIS RODRIGUEZ MENACHO;Andalucia
63962;63717;ESPECIAL;H.S.F. BP MORON;Andalucia
63963;63718;ESPECIAL;H.S.F. BP MARCHENA;Andalucia
63964;63719;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED ALAMEDA-1;Andalucia
63965;63720;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED ALAMEDA-2;Andalucia
63966;63721;ESPECIAL;C2C INVERPARK I, S.L.;Andalucia
63967;63722;ESPECIAL;MANUEL PONCE LIMON;Andalucia
63968;63723;ESPECIAL;CUBIERTASOL CORDOBA LOS BERMEJALES 1;Andalucia
63969;63724;ESPECIAL;CUBIERTAS FOTOVOLTAICA MERCALGECIRAS;Andalucia
63970;63725;ESPECIAL;LAS ERAS 20 KW;Andalucia
63971;63726;ESPECIAL;HORTOFRUTICOLA POLI, S.L.;Andalucia
63972;63727;ESPECIAL;FV NURIA-EJIDO;Andalucia
63973;63728;ESPECIAL;RIMATEOS;Extremadura
63974;63729;ESPECIAL;RAFAEL MENDOZA;Extremadura
63975;63730;ESPECIAL;JOSE PEDRO LENO;Extremadura
63976;63731;ESPECIAL;LA ERA JONA, S.L.;Extremadura
63977;63732;ESPECIAL;CANAMERO SOLAR, S.L.;Extremadura
63978;63733;ESPECIAL;PIZARRO Y MIRANDA, C.B.;Extremadura
63979;63734;ESPECIAL;JAMS;La Rioja
63980;63735;ESPECIAL;IFV-09-035 ISMO 1;La Rioja
63981;63736;ESPECIAL;EL SEQUERO P-27;La Rioja
63982;63737;ESPECIAL;EL SEQUERO P-15;La Rioja
63983;63738;ESPECIAL;I.F. ESCUELA DE TALLER;Comunidad de Madrid
63984;63739;ESPECIAL;CENTRO CIVICO EL MOLINO;Comunidad de Madrid
63985;63740;ESPECIAL;CF 9,20 KW BOG;Comunidad de Madrid
63986;63741;ESPECIAL;CF 7,40 KW BIS;Comunidad de Madrid
63987;63742;ESPECIAL;AGRUPACION 1 MW, FV N 1;Aragon
63988;63743;ESPECIAL;AGRUPACION 1 MW, FV N 3;Aragon
63989;63744;ESPECIAL;AGRUPACION 1 MW, FV N 2;Aragon
63990;63745;ESPECIAL;AGRUPACION 1 MW, FV N4;Aragon
63991;63746;ESPECIAL;AGRUPACION 1 MW, FV N 5;Aragon
63992;63747;ESPECIAL;AGRUPACION 1 MW, FV N 6;Aragon
63993;63748;ESPECIAL;AGRUPACION 1 MW, FV N 7;Aragon
63994;63749;ESPECIAL;AGRUPACION 1 MW, FV N 8;Aragon
63995;63750;ESPECIAL;AGRUPACION 1 MW, FV N 9;Aragon
63996;63751;ESPECIAL;AGRUPACION 1 MW, FV N 10;Aragon
63997;63752;ESPECIAL;FOTOVOLTAICA DE 45 KW EN TECHO NERVIO CENTRAL DEL SEMINARIO DE ZARAGOZA;Aragon
63998;63753;ESPECIAL;FOTOVOLTAICA N 5 DE 100 KW;Aragon
63999;63754;ESPECIAL;FOTOVOLTAICA DE 20 KW DE PISOL, S.C.;Aragon
64000;63755;ESPECIAL;FOTOVOLTAICA 20 KW DE PISOL SC EN POL. 2,;Aragon
64001;63756;ESPECIAL;FOTOVOLTAICA EL CALVARIO DE 20 KW;Aragon
64002;63757;ESPECIAL;FOTOVOLTAICA DE 20 KW DE GONZALO ALQUEZAR;Aragon
64003;63758;ESPECIAL;CENTRAL FOTOVOLTAICA MERCADO GANADERO;Galicia
64004;63759;ESPECIAL;4 CROMIA EDISON II;Galicia
64005;63760;ESPECIAL;4 CROMIA EDISON I;Galicia
64006;63761;ESPECIAL;JACINTA GARCIA PEREZ;Galicia
64007;63762;ESPECIAL;CENTRAL FOTOVOLTAICA PABELLON POLIDEPORTIVO DEL C.E.I.P. SAN MIGUEL;Galicia
64008;63763;ESPECIAL;ESCUELAS;Pais Vasco
64009;63764;ESPECIAL;IES ALTZA;Pais Vasco
64010;63765;ESPECIAL;IES USANDIZAGA;Pais Vasco
64011;63766;ESPECIAL;IES UROLA;Pais Vasco
64012;63767;ESPECIAL;IES IPINTZA;Pais Vasco
64013;63768;ESPECIAL;IES ORIXE;Pais Vasco
64014;63769;ESPECIAL;IES OIANGUREN;Pais Vasco
64015;63770;ESPECIAL;IES J.M. IPARRAGIRRE;Pais Vasco
64016;63771;ESPECIAL;IES LLZARDI;Pais Vasco
64017;63772;ESPECIAL;IES PIO BAROJA-BIDASOA;Pais Vasco
64018;63773;ESPECIAL;IES LASARTE-USURBIL;Pais Vasco
64019;63774;ESPECIAL;IES ELGOIBAR;Pais Vasco
64020;63775;ESPECIAL;IES XABIER ZUBIRI-MATEO;Pais Vasco
64021;63776;ESPECIAL;IES BIDEBIETA;Pais Vasco
64022;63777;ESPECIAL;IES KOLDO MITXERENA;Pais Vasco
64023;63778;ESPECIAL;IES ARRASATE - ARETXABALETA;Pais Vasco
64024;63779;ESPECIAL;IES ANTIGUO - LURBERRI;Pais Vasco
64025;63780;ESPECIAL;INSTALACION FOTOVOLTAICA, FERRERLAS, 6;Pais Vasco
64026;63781;ESPECIAL;INSTALACION FOTOVOLTAICA, EN HARIZTI GAINA;Pais Vasco
64027;63782;ESPECIAL;INSTALACION FOTOVOLTAICA,  EN JOSE ARTETXE, 4;Pais Vasco
64028;63783;ESPECIAL;INSTALACION FOTOVOLTAICA,  EN ESTRADA AUZOA;Pais Vasco
64029;63784;ESPECIAL;INSTALACION FOTOVOLTAICA, EN CAMINO DARIETA;Pais Vasco
64030;63785;ESPECIAL;INSTALACION FOTOVOLTAICA, SITA EN ATANZAR BIDEA;Pais Vasco
64031;63786;ESPECIAL;ESENCIAS MEDITERRANEAS DE SIEMPRE, S.L.;Comunidad Valenciana
64032;63787;ESPECIAL;FOTOVOLTAICA XPERTS, S.L.;Comunidad Valenciana
64033;63788;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA LA CATALANETA;Comunidad Valenciana
64034;63789;ESPECIAL;INVERELISA, S.L.;Comunidad Valenciana
64035;63790;ESPECIAL;FOTOVOLTAICA VIRGEN DEL ORETO, S.L.;Comunidad Valenciana
64036;63791;ESPECIAL;JOSEF FRANZ MULLER;Comunidad Valenciana
64037;63792;ESPECIAL;CARPENATURA, S.L.;Comunidad Valenciana
64038;63793;ESPECIAL;MUNOZ HERVAS, C.B.;Comunidad Valenciana
64039;63794;ESPECIAL;MARIA DE LA CONCEPCION FORNES REVERT;Comunidad Valenciana
64040;63795;ESPECIAL;EXE FV, S.L.;Comunidad Valenciana
64041;63796;ESPECIAL;EXE FV, S.L.;Comunidad Valenciana
64042;63797;ESPECIAL;AYUNTAMIENTO DE REDOVAN;Comunidad Valenciana
64043;63798;ESPECIAL;AYUNTAMIENTO DE REDOVAN;Comunidad Valenciana
64044;63799;ESPECIAL;ENERSONNE ENERGIAS RENOVABLES;Comunidad Valenciana
64045;63800;ESPECIAL;CUATRE CANTOS, S.L.;Comunidad Valenciana
64046;63801;ESPECIAL;GAPAGESTION, S.L.;Comunidad Valenciana
64047;63802;ESPECIAL;AYUNTAMIENTO DE BENETUSSER;Comunidad Valenciana
64048;63803;ESPECIAL;AYUNTAMIENTO DE EMPERADOR;Comunidad Valenciana
64049;63804;ESPECIAL;BELMARTI, S.L.;Comunidad Valenciana
64050;63805;ESPECIAL;CELLOFIX, S.L.;Comunidad Valenciana
64051;63806;ESPECIAL;VICENTE PEREZ ALBIR;Comunidad Valenciana
64052;63807;ESPECIAL;SERGA SERVICIOS GANADEROS, S.L.;Comunidad Valenciana
64053;63808;ESPECIAL;ISF ALEJANDRO SEBASTIAN CUBEL-2;Comunidad Valenciana
64054;63809;ESPECIAL;VICENTE PEREZ ALBIR;Comunidad Valenciana
64055;63810;ESPECIAL;MARIO SANCHEZ HERRERO;Comunidad Valenciana
64056;63811;ESPECIAL;ALBERTO SANCHEZ HERRERO;Comunidad Valenciana
64057;63812;ESPECIAL;AISA 20 KW;Navarra
64058;63813;ESPECIAL;L•SOL - CUBIERTA FV 60KW EN TUDELA (NA);Navarra
64059;63814;ESPECIAL;L•SOL - CUBIERTA FV 60KW EN TUDELA (NA);Navarra
64060;63815;ESPECIAL;L•SOL - CUBIERTA FV 60KW EN TUDELA (NA);Navarra
64061;63816;ESPECIAL;INSTALACION FOTOVOLTAICA DE 19,95 KW DE CONEXION A RED;Canarias
64062;63817;ESPECIAL;FOTOVOLTAICA DE CONEXION A RED DE 20 KW;Canarias
64063;63818;ESPECIAL;PARQUE EOLICO DE 1,7 MW PARA AUTOCONSUMO EN PLANTA DESALADORA CAAF;Canarias
64064;63819;ESPECIAL;PLANTA FOTOVOLTAICA DE 20 KW DE CONEXION A RED;Canarias
64065;63820;ESPECIAL;PLANTA FOTOVOLTAICA DE 12 KW DE CONEXION A RED;Canarias
64066;63821;ESPECIAL;FOTOVOLTAICA DE CONEXION A RED DE 10 KW;Canarias
64067;63822;ESPECIAL;INSTALACION FOTOVOLTAICA DE 10 KW DE CONEXION A RED;Canarias
64068;63823;ESPECIAL;PLANTA FOTOVOLTAICA DE 165 KW EN CUBIERTA;Canarias
64069;63824;ESPECIAL;FOTOVOLTAICA DE 68 KW DE CONEXION A RED;Canarias
64070;63825;ESPECIAL;FOTOVOLTAICA DE 68 KW DE CONEXION A RED;Canarias
64071;63826;ESPECIAL;SOLAR FOTOVOLTAICA DE 68 KW PARA CONEXION A RED;Canarias
64072;63827;ESPECIAL;INSTALACIOIN FOTOVOLTAICA DE CONEXION A RED DE 68,4 KW;Canarias
64073;63828;ESPECIAL;IFV FARMACIA DE ARICO VIEJO;Canarias
64074;63829;ESPECIAL;INSTALACION FOTOVOLTAICA EN CUBIERTA DE HOTEL GRAN TACANDE;Canarias
64075;63830;ESPECIAL;INSTALACION FOTOVOLTAICA DE 19,8 KW EN CUBIERTA DE VIVIENDA FAMILIAR;Canarias
64076;63831;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 18,3 KW;Canarias
64077;63832;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 69 KW;Canarias
64078;63833;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED DE 50 KW;Canarias
64079;63834;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 90 KW;Canarias
64080;63835;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA DE CONEXION A RED DE 40 KW;Canarias
64081;63836;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA DE CONEXION A RED DE 40 KW;Canarias
64082;63837;ESPECIAL;PLANTA FOTOVOLTAICA PARA CONEXION A RED DE 52, 3 KW;Canarias
64083;63838;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA DE 100 KW SOBRE CUBIERTA;Canarias
64084;63839;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 17,50 KW;Canarias
64085;63840;ESPECIAL;LA RUCA;Cataluna
64086;63841;ESPECIAL;ALVARO AGRAMUNT NAVARRO;Cataluna
64087;63842;ESPECIAL;IF ELECTRICAL MOTOR;Cataluna
64088;63843;ESPECIAL;CAN XIC;Cataluna
64089;63844;ESPECIAL;IF MUNTATGES I EXPLOTACIONS SOLARS;Cataluna
64090;63845;ESPECIAL;C. A. GARCIA PEREZ;Navarra
64091;63846;ESPECIAL;B. J. GARCIA PEREZ;Navarra
64092;63847;ESPECIAL;F. J. GARCIA PEREZ;Navarra
64093;63848;ESPECIAL;IF. INVERSIONS PALLARESES;Cataluna
64094;63849;ESPECIAL;PLACAT SANT ESTEVE NAU 2;Cataluna
64095;63850;ESPECIAL;PLACAT SANT ESTEVE NAU 3;Cataluna
64096;63851;ESPECIAL;PLACAT SANT ESTEVE NAU 4;Cataluna
64097;63852;ESPECIAL;PLACAT SANT ESTEVE NAU 5;Cataluna
64098;63853;ESPECIAL;PLACAT SANT ESTEVE NAU 6;Cataluna
64099;63854;ESPECIAL;IF POSICA ELS FRARES;Cataluna
64100;63855;ESPECIAL;AYUNTAMIENTO DE SEGORBE;Comunidad Valenciana
64101;63856;ESPECIAL;AYUNTAMIENTO DE SANET Y NEGRALS;Comunidad Valenciana
64102;63857;ESPECIAL;SALINAS ENERGIAS EFICIENTES, S.L.;Comunidad Valenciana
64103;63858;ESPECIAL;INSTALACION SOLAR NAVE 1;Region de Murcia
64104;63859;ESPECIAL;INSTALACION SOLAR NAVE 2;Region de Murcia
64105;63860;ESPECIAL;INSTALACION SOLAR NAVE 2A;Region de Murcia
64106;63861;ESPECIAL;ISFVCR LOPEZ SANCHEZ;Region de Murcia
64107;63862;ESPECIAL;ISFVCR LOPEZ SANCHEZ;Region de Murcia
